% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.1600	3	3	3	10.0839	0
0.1600	1	4	4	6.6936	0
0.1600	2	5	1	17.4719	0
0.1600	3	6	2	212.0872	0
0.1600	1	7	3	9.8087	0
0.1600	2	8	4	907.0894	0
0.1600	3	9	1	340.4438	0
0.1600	1	10	2	190.4670	0
0.1700	1	1	1	44.0189	0
0.1700	2	2	2	33.8538	0
0.1700	3	3	3	8.0755	0
0.1700	1	4	4	17.7419	0
0.1700	2	5	1	56.7644	0
0.1700	3	6	2	136.7729	0
0.1700	1	7	3	3.5935	0
0.1700	2	8	4	1033.4815	0
0.1700	3	9	1	213.5173	0
0.1700	1	10	2	88.4898	0
0.1800	1	1	1	27.8133	0
0.1800	2	2	2	13.9352	0
0.1800	3	3	3	25.1289	0
0.1800	1	4	4	18.2569	0
0.1800	2	5	1	120.9340	0
0.1800	3	6	2	72.6385	0
0.1800	1	7	3	6.7973	0
0.1800	2	8	4	509.0566	0
0.1800	3	9	1	231.8682	0
0.1800	1	10	2	79.3379	0
0.1900	1	1	1	72.9003	0
0.1900	2	2	2	19.3019	0
0.1900	3	3	3	15.7174	0
0.1900	1	4	4	13.2883	0
0.1900	2	5	1	146.7870	0
0.1900	3	6	2	65.6662	0
0.1900	1	7	3	11.9513	0
0.1900	2	8	4	1593.0912	0
0.1900	3	9	1	207.5818	0
0.1900	1	10	2	195.8923	0
0.2000	1	1	1	48.8006	0
0.2000	2	2	2	21.1707	0
0.2000	3	3	3	6.6727	0
0.2000	1	4	4	7.3317	0
0.2000	2	5	1	132.5275	0
0.2000	3	6	2	131.7502	0
0.2000	1	7	3	9.7360	0
0.2000	2	8	4	662.4553	0
0.2000	3	9	1	230.2918	0
0.2000	1	10	2	205.7651	0
0.2100	1	1	1	22.7269	0
0.2100	2	2	2	19.6537	0
0.2100	3	3	3	10.0266	0
0.2100	1	4	4	10.8783	0
0.2100	2	5	1	48.0599	0
0.2100	3	6	2	159.9692	0
0.2100	1	7	3	9.4576	0
0.2100	2	8	4	1353.6986	0
0.2100	3	9	1	212.0051	0
0.2100	1	10	2	111.0201	0
0.2200	1	1	1	74.0489	0
0.2200	2	2	2	36.2684	0
0.2200	3	3	3	5.2952	0
0.2200	1	4	4	12.2657	0
0.2200	2	5	1	21.1869	0
0.2200	3	6	2	137.5215	0
0.2200	1	7	3	16.6294	0
0.2200	2	8	4	629.6905	0
0.2200	3	9	1	229.4847	0
0.2200	1	10	2	181.6143	0
0.2300	1	1	1	21.1326	0
0.2300	2	2	2	18.0716	0
0.2300	3	3	3	13.2037	0
0.2300	1	4	4	7.8431	0
0.2300	2	5	1	47.5847	0
0.2300	3	6	2	190.8838	0
0.2300	1	7	3	8.4836	0
0.2300	2	8	4	1109.2198	0
0.2300	3	9	1	290.2298	0
0.2300	1	10	2	152.5122	0
0.2400	1	1	1	40.7888	0
0.2400	2	2	2	29.9835	0
0.2400	3	3	3	8.0130	0
0.2400	1	4	4	9.6963	0
0.2400	2	5	1	33.7632	0
0.2400	3	6	2	133.8764	0
0.2400	1	7	3	4.8289	0
0.2400	2	8	4	589.6825	0
0.2400	3	9	1	383.7712	0
0.2400	1	10	2	142.4340	0
0.2500	1	1	1	62.0089	0
0.2500	2	2	2	19.9383	0
0.2500	3	3	3	12.1726	0
0.2500	1	4	4	13.6104	0
0.2500	2	5	1	65.4608	0
0.2500	3	6	2	93.1466	0
0.2500	1	7	3	7.5250	0
0.2500	2	8	4	1166.4002	0
0.2500	3	9	1	342.2692	0
0.2500	1	10	2	49.4723	0
0.2600	1	1	1	46.4928	0
0.2600	2	2	2	67.2708	0
0.2600	3	3	3	8.5344	0
0.2600	1	4	4	7.5423	0
0.2600	2	5	1	63.2564	0
0.2600	3	6	2	157.1018	0
0.2600	1	7	3	12.1504	0
0.2600	2	8	4	551.8917	0
0.2600	3	9	1	477.1074	0
0.2600	1	10	2	169.4924	0
0.2700	1	1	1	40.2796	0
0.2700	2	2	2	28.2673	0
0.2700	3	3	3	16.1175	0
0.2700	1	4	4	15.6967	0
0.2700	2	5	1	31.3370	0
0.2700	3	6	2	197.6804	0
0.2700	1	7	3	6.7816	0
0.2700	2	8	4	1014.4456	0
0.2700	3	9	1	350.9182	0
0.2700	1	10	2	120.0172	0
0.2800	1	1	1	73.9447	0
0.2800	2	2	2	23.1129	0
0.2800	3	3	3	5.9504	0
0.2800	1	4	4	8.7035	0
0.2800	2	5	1	57.2074	0
0.2800	3	6	2	237.0428	0
0.2800	1	7	3	9.1610	0
0.2800	2	8	4	658.5650	0
0.2800	3	9	1	1058.4156	0
0.2800	1	10	2	144.3109	0
0.2900	1	1	1	76.1259	0
0.2900	2	2	2	22.1894	0
0.2900	3	3	3	12.6188	0
0.2900	1	4	4	15.2118	0
0.2900	2	5	1	91.4620	0
0.2900	3	6	2	216.9433	0
0.2900	1	7	3	10.2719	0
0.2900	2	8	4	834.7898	0
0.2900	3	9	1	256.5416	0
0.2900	1	10	2	147.4872	0
0.3000	1	1	1	64.2425	0
0.3000	2	2	2	21.2171	0
0.3000	3	3	3	15.9266	0
0.3000	1	4	4	19.9321	0
0.3000	2	5	1	33.8127	0
0.3000	3	6	2	89.5840	0
0.3000	1	7	3	6.3662	0
0.3000	2	8	4	1098.6491	0
0.3000	3	9	1	259.0214	0
0.3000	1	10	2	233.0319	0
0.3100	1	1	1	50.0756	0
0.3100	2	2	2	23.5904	0
0.3100	3	3	3	4.9605	0
0.3100	1	4	4	5.4889	0
0.3100	2	5	1	57.8311	0
0.3100	3	6	2	48.6084	0
0.3100	1	7	3	10.6683	0
0.3100	2	8	4	873.6182	0
0.3100	3	9	1	1447.0503	0
0.3100	1	10	2	356.5940	0
0.3200	1	1	1	37.2424	0
0.3200	2	2	2	21.6817	0
0.3200	3	3	3	14.9395	0
0.3200	1	4	4	21.6668	0
0.3200	2	5	1	23.4892	0
0.3200	3	6	2	56.0365	0
0.3200	1	7	3	4.9394	0
0.3200	2	8	4	1207.8560	0
0.3200	3	9	1	401.5641	0
0.3200	1	10	2	198.1802	0
0.3300	1	1	1	22.8472	0
0.3300	2	2	2	7.6838	0
0.3300	3	3	3	13.7489	0
0.3300	1	4	4	6.6216	0
0.3300	2	5	1	19.3295	0
0.3300	3	6	2	133.7218	0
0.3300	1	7	3	9.2932	0
0.3300	2	8	4	856.0519	0
0.3300	3	9	1	253.6614	0
0.3300	1	10	2	110.3259	0
0.3400	1	1	1	32.7387	0
0.3400	2	2	2	11.7382	0
0.3400	3	3	3	6.5183	0
0.3400	1	4	4	12.0577	0
0.3400	2	5	1	55.5470	0
0.3400	3	6	2	132.1928	0
0.3400	1	7	3	3.9894	0
0.3400	2	8	4	814.7367	0
0.3400	3	9	1	112.4132	0
0.3400	1	10	2	126.0816	0
0.3500	1	1	1	73.1739	0
0.3500	2	2	2	10.8091	0
0.3500	3	3	3	6.7498	0
0.3500	1	4	4	10.7706	0
0.3500	2	5	1	83.2339	0
0.3500	3	6	2	97.1310	0
0.3500	1	7	3	4.4760	0
0.3500	2	8	4	349.0921	0
0.3500	3	9	1	313.5630	0
0.3500	1	10	2	290.2540	0
0.3600	1	1	1	41.9281	0
0.3600	2	2	2	20.5405	0
0.3600	3	3	3	9.9849	0
0.3600	1	4	4	8.9670	0
0.3600	2	5	1	31.3024	0
0.3600	3	6	2	169.8664	0
0.3600	1	7	3	6.6519	0
0.3600	2	8	4	848.5865	0
0.3600	3	9	1	185.7859	0
0.3600	1	10	2	201.1469	0
0.3700	1	1	1	48.6980	0
0.3700	2	2	2	15.6322	0
0.3700	3	3	3	13.2687	0
0.3700	1	4	4	6.9645	0
0.3700	2	5	1	30.8544	0
0.3700	3	6	2	79.6247	0
0.3700	1	7	3	2.5770	0
0.3700	2	8	4	1016.2922	0
0.3700	3	9	1	121.7289	0
0.3700	1	10	2	60.9059	0
0.3800	1	1	1	13.3698	0
0.3800	2	2	2	18.7959	0
0.3800	3	3	3	7.5696	0
0.3800	1	4	4	7.3070	0
0.3800	2	5	1	26.5384	0
0.3800	3	6	2	63.8580	0
0.3800	1	7	3	6.9964	0
0.3800	2	8	4	615.5641	0
0.3800	3	9	1	317.3715	0
0.3800	1	10	2	69.1787	0
0.3900	1	1	1	36.5864	0
0.3900	2	2	2	34.4981	0
0.3900	3	3	3	10.2857	0
0.3900	1	4	4	6.7992	0
0.3900	2	5	1	46.7405	0
0.3900	3	6	2	94.9274	0
0.3900	1	7	3	5.4883	0
0.3900	2	8	4	660.8829	0
0.3900	3	9	1	246.2024	0
0.3900	1	10	2	110.9951	0
0.4000	1	1	1	20.5846	0
0.4000	2	2	2	11.4570	0
0.4000	3	3	3	4.0031	0
0.4000	1	4	4	3.8018	0
0.4000	2	5	1	22.9037	0
0.4000	3	6	2	110.2873	0
0.4000	1	7	3	3.5028	0
0.4000	2	8	4	939.8921	0
0.4000	3	9	1	260.7416	0
0.4000	1	10	2	39.2910	0
0.4100	1	1	1	42.4251	0
0.4100	2	2	2	25.6342	0
0.4100	3	3	3	4.6318	0
0.4100	1	4	4	9.3003	0
0.4100	2	5	1	26.0901	0
0.4100	3	6	2	103.4141	0
0.4100	1	7	3	2.8476	0
0.4100	2	8	4	313.4341	0
0.4100	3	9	1	207.5471	0
0.4100	1	10	2	88.6462	0
0.4200	1	1	1	25.1692	0
0.4200	2	2	2	9.8545	0
0.4200	3	3	3	5.8657	0
0.4200	1	4	4	8.3579	0
0.4200	2	5	1	36.5237	0
0.4200	3	6	2	103.5914	0
0.4200	1	7	3	3.6069	0
0.4200	2	8	4	1182.7398	0
0.4200	3	9	1	138.7470	0
0.4200	1	10	2	113.1608	0
0.4300	1	1	1	50.1178	0
0.4300	2	2	2	20.4093	0
0.4300	3	3	3	6.1802	0
0.4300	1	4	4	5.5691	0
0.4300	2	5	1	57.8067	0
0.4300	3	6	2	47.5813	0
0.4300	1	7	3	3.0224	0
0.4300	2	8	4	552.3848	0
0.4300	3	9	1	405.6922	0
0.4300	1	10	2	103.5965	0
0.4400	1	1	1	17.8940	0
0.4400	2	2	2	13.6235	0
0.4400	3	3	3	4.9130	0
0.4400	1	4	4	4.9226	0
0.4400	2	5	1	54.1056	0
0.4400	3	6	2	46.8151	0
0.4400	1	7	3	9.5242	0
0.4400	2	8	4	933.4753	0
0.4400	3	9	1	364.3693	0
0.4400	1	10	2	67.5316	0
0.4500	1	1	1	25.0378	0
0.4500	2	2	2	7.7981	0
0.4500	3	3	3	4.9152	0
0.4500	1	4	4	8.2252	0
0.4500	2	5	1	60.1097	0
0.4500	3	6	2	50.7658	0
0.4500	1	7	3	3.6833	0
0.4500	2	8	4	570.7748	0
0.4500	3	9	1	111.2959	0
0.4500	1	10	2	105.3496	0
0.4600	1	1	1	18.4369	0
0.4600	2	2	2	13.2264	0
0.4600	3	3	3	4.8752	0
0.4600	1	4	4	4.3697	0
0.4600	2	5	1	31.6391	0
0.4600	3	6	2	73.4146	0
0.4600	1	7	3	3.5227	0
0.4600	2	8	4	419.6953	0
0.4600	3	9	1	235.2036	0
0.4600	1	10	2	164.8118	0
0.4700	1	1	1	26.3070	0
0.4700	2	2	2	21.9458	0
0.4700	3	3	3	3.0335	0
0.4700	1	4	4	6.4786	0
0.4700	2	5	1	18.3556	0
0.4700	3	6	2	39.3665	0
0.4700	1	7	3	2.8509	0
0.4700	2	8	4	974.1229	0
0.4700	3	9	1	301.4044	0
0.4700	1	10	2	82.5037	0
0.4800	1	1	1	11.6665	0
0.4800	2	2	2	12.1411	0
0.4800	3	3	3	6.3345	0
0.4800	1	4	4	6.2578	0
0.4800	2	5	1	12.4700	0
0.4800	3	6	2	49.4122	0
0.4800	1	7	3	3.7275	0
0.4800	2	8	4	690.0454	0
0.4800	3	9	1	67.8120	0
0.4800	1	10	2	65.5893	0
0.4900	1	1	1	24.1728	0
0.4900	2	2	2	18.8223	0
0.4900	3	3	3	7.2641	0
0.4900	1	4	4	7.2288	0
0.4900	2	5	1	19.3142	0
0.4900	3	6	2	29.6165	0
0.4900	1	7	3	3.0681	0
0.4900	2	8	4	818.8098	0
0.4900	3	9	1	339.2034	0
0.4900	1	10	2	93.8869	0
0.5000	1	1	1	26.4087	0
0.5000	2	2	2	14.5158	0
0.5000	3	3	3	3.9133	0
0.5000	1	4	4	4.9854	0
0.5000	2	5	1	57.6555	0
0.5000	3	6	2	44.2370	0
0.5000	1	7	3	7.4061	0
0.5000	2	8	4	426.2004	0
0.5000	3	9	1	314.7882	0
0.5000	1	10	2	33.9074	0
0.5100	1	1	1	27.1784	0
0.5100	2	2	2	8.3123	0
0.5100	3	3	3	2.5228	0
0.5100	1	4	4	5.6051	0
0.5100	2	5	1	40.7459	0
0.5100	3	6	2	44.3070	0
0.5100	1	7	3	1.6904	0
0.5100	2	8	4	453.7466	0
0.5100	3	9	1	157.2562	0
0.5100	1	10	2	79.8886	0
0.5200	1	1	1	30.7750	0
0.5200	2	2	2	10.8750	0
0.5200	3	3	3	10.8961	0
0.5200	1	4	4	5.3822	0
0.5200	2	5	1	20.8998	0
0.5200	3	6	2	29.8115	0
0.5200	1	7	3	2.8609	0
0.5200	2	8	4	388.2774	0
0.5200	3	9	1	244.0018	0
0.5200	1	10	2	73.5452	0
0.5300	1	1	1	11.0609	0
0.5300	2	2	2	11.5918	0
0.5300	3	3	3	6.0515	0
0.5300	1	4	4	9.3995	0
0.5300	2	5	1	35.3438	0
0.5300	3	6	2	85.1633	0
0.5300	1	7	3	3.1801	0
0.5300	2	8	4	519.3588	0
0.5300	3	9	1	267.0660	0
0.5300	1	10	2	30.8239	0
0.5400	1	1	1	15.5376	0
0.5400	2	2	2	7.1910	0
0.5400	3	3	3	5.0699	0
0.5400	1	4	4	7.8551	0
0.5400	2	5	1	17.1011	0
0.5400	3	6	2	19.1262	0
0.5400	1	7	3	2.4524	0
0.5400	2	8	4	634.0263	0
0.5400	3	9	1	184.4383	0
0.5400	1	10	2	66.4796	0
0.5500	1	1	1	15.3878	0
0.5500	2	2	2	5.4626	0
0.5500	3	3	3	5.1776	0
0.5500	1	4	4	2.9117	0
0.5500	2	5	1	59.0393	0
0.5500	3	6	2	71.7289	0
0.5500	1	7	3	2.1767	0
0.5500	2	8	4	301.3265	0
0.5500	3	9	1	132.3239	0
0.5500	1	10	2	46.8870	0
0.5600	1	1	1	28.1066	0
0.5600	2	2	2	10.2981	0
0.5600	3	3	3	2.7990	0
0.5600	1	4	4	9.8031	0
0.5600	2	5	1	21.2056	0
0.5600	3	6	2	75.4446	0
0.5600	1	7	3	2.0633	0
0.5600	2	8	4	453.1117	0
0.5600	3	9	1	153.0089	0
0.5600	1	10	2	21.0519	0
0.5700	1	1	1	40.8508	0
0.5700	2	2	2	16.4554	0
0.5700	3	3	3	3.1376	0
0.5700	1	4	4	2.3742	0
0.5700	2	5	1	23.3779	0
0.5700	3	6	2	52.9546	0
0.5700	1	7	3	3.0906	0
0.5700	2	8	4	402.3474	0
0.5700	3	9	1	160.8594	0
0.5700	1	10	2	94.0557	0
0.5800	1	1	1	20.1825	0
0.5800	2	2	2	5.3883	0
0.5800	3	3	3	6.7883	0
0.5800	1	4	4	8.0781	0
0.5800	2	5	1	81.8299	0
0.5800	3	6	2	29.1792	0
0.5800	1	7	3	2.8228	0
0.5800	2	8	4	135.8544	0
0.5800	3	9	1	158.1378	0
0.5800	1	10	2	36.0987	0
0.5900	1	1	1	36.2928	0
0.5900	2	2	2	5.8917	0
0.5900	3	3	3	1.6039	0
0.5900	1	4	4	2.9425	0
0.5900	2	5	1	7.4333	0
0.5900	3	6	2	66.6453	0
0.5900	1	7	3	0.9394	0
0.5900	2	8	4	345.9099	0
0.5900	3	9	1	45.3546	0
0.5900	1	10	2	38.6234	0
0.6000	1	1	1	30.7765	0
0.6000	2	2	2	9.5875	0
0.6000	3	3	3	2.2633	0
0.6000	1	4	4	3.4764	0
0.6000	2	5	1	17.9595	0
0.6000	3	6	2	56.5572	0
0.6000	1	7	3	1.2501	0
0.6000	2	8	4	432.7105	0
0.6000	3	9	1	32.7882	0
0.6000	1	10	2	32.3106	0
0.6100	1	1	1	11.1429	0
0.6100	2	2	2	10.5039	0
0.6100	3	3	3	3.2891	0
0.6100	1	4	4	1.7839	0
0.6100	2	5	1	10.9346	0
0.6100	3	6	2	48.1733	0
0.6100	1	7	3	2.1857	0
0.6100	2	8	4	243.7628	0
0.6100	3	9	1	88.2141	0
0.6100	1	10	2	57.4995	0
0.6200	1	1	1	10.6409	0
0.6200	2	2	2	7.2934	0
0.6200	3	3	3	8.5584	0
0.6200	1	4	4	1.7124	0
0.6200	2	5	1	7.1006	0
0.6200	3	6	2	61.0452	0
0.6200	1	7	3	1.6053	0
0.6200	2	8	4	266.0773	0
0.6200	3	9	1	74.3595	0
0.6200	1	10	2	35.8372	0
0.6300	1	1	1	27.3462	0
0.6300	2	2	2	10.6573	0
0.6300	3	3	3	4.5449	0
0.6300	1	4	4	1.6664	0
0.6300	2	5	1	9.5084	0
0.6300	3	6	2	11.1633	0
0.6300	1	7	3	1.4658	0
0.6300	2	8	4	464.1620	0
0.6300	3	9	1	131.1085	0
0.6300	1	10	2	35.3724	0
0.6400	1	1	1	12.5970	0
0.6400	2	2	2	5.2117	0
0.6400	3	3	3	3.2626	0
0.6400	1	4	4	4.4232	0
0.6400	2	5	1	7.4593	0
0.6400	3	6	2	46.0334	0
0.6400	1	7	3	3.1767	0
0.6400	2	8	4	239.7980	0
0.6400	3	9	1	138.6495	0
0.6400	1	10	2	139.1345	0
0.6500	1	1	1	11.8115	0
0.6500	2	2	2	8.3535	0
0.6500	3	3	3	2.0580	0
0.6500	1	4	4	3.2905	0
0.6500	2	5	1	18.8963	0
0.6500	3	6	2	42.7131	0
0.6500	1	7	3	1.2589	0
0.6500	2	8	4	310.8757	0
0.6500	3	9	1	191.7194	0
0.6500	1	10	2	45.5701	0
0.6600	1	1	1	18.8356	0
0.6600	2	2	2	6.0983	0
0.6600	3	3	3	3.9852	0
0.6600	1	4	4	3.3594	0
0.6600	2	5	1	9.6282	0
0.6600	3	6	2	44.1269	0
0.6600	1	7	3	1.2445	0
0.6600	2	8	4	206.1318	0
0.6600	3	9	1	104.1117	0
0.6600	1	10	2	41.4771	0
0.6700	1	1	1	6.8413	0
0.6700	2	2	2	10.8098	0
0.6700	3	3	3	3.5915	0
0.6700	1	4	4	2.0887	0
0.6700	2	5	1	7.1882	0
0.6700	3	6	2	34.8678	0
0.6700	1	7	3	1.5651	0
0.6700	2	8	4	284.2861	0
0.6700	3	9	1	78.9617	0
0.6700	1	10	2	14.0370	0
0.6800	1	1	1	9.6998	0
0.6800	2	2	2	5.6668	0
0.6800	3	3	3	3.6229	0
0.6800	1	4	4	2.0541	0
0.6800	2	5	1	30.9966	0
0.6800	3	6	2	15.1538	0
0.6800	1	7	3	3.4468	0
0.6800	2	8	4	238.6204	0
0.6800	3	9	1	135.9568	0
0.6800	1	10	2	35.9890	0
0.6900	1	1	1	19.2689	0
0.6900	2	2	2	5.3642	0
0.6900	3	3	3	1.6037	0
0.6900	1	4	4	5.3565	0
0.6900	2	5	1	13.3474	0
0.6900	3	6	2	39.7811	0
0.6900	1	7	3	3.2708	0
0.6900	2	8	4	161.6946	0
0.6900	3	9	1	118.3307	0
0.6900	1	10	2	25.9864	0
0.7000	1	1	1	10.5713	0
0.7000	2	2	2	6.5321	0
0.7000	3	3	3	1.3134	0
0.7000	1	4	4	1.9170	0
0.7000	2	5	1	25.8181	0
0.7000	3	6	2	53.2377	0
0.7000	1	7	3	1.7733	0
0.7000	2	8	4	286.6337	0
0.7000	3	9	1	77.4046	0
0.7000	1	10	2	62.7563	0
0.7100	1	1	1	10.1212	0
0.7100	2	2	2	6.9455	0
0.7100	3	3	3	4.3894	0
0.7100	1	4	4	1.8952	0
0.7100	2	5	1	28.0679	0
0.7100	3	6	2	17.2834	0
0.7100	1	7	3	3.8194	0
0.7100	2	8	4	213.2600	0
0.7100	3	9	1	78.3100	0
0.7100	1	10	2	13.9021	0
0.7200	1	1	1	8.9173	0
0.7200	2	2	2	3.8306	0
0.7200	3	3	3	1.9389	0
0.7200	1	4	4	2.5209	0
0.7200	2	5	1	21.0814	0
0.7200	3	6	2	38.1182	0
0.7200	1	7	3	2.0582	0
0.7200	2	8	4	151.4361	0
0.7200	3	9	1	57.8223	0
0.7200	1	10	2	75.2864	0
0.7300	1	1	1	7.7840	0
0.7300	2	2	2	13.1680	0
0.7300	3	3	3	2.2778	0
0.7300	1	4	4	2.6701	0
0.7300	2	5	1	22.0529	0
0.7300	3	6	2	61.8076	0
0.7300	1	7	3	1.6859	0
0.7300	2	8	4	208.3227	0
0.7300	3	9	1	83.9680	0
0.7300	1	10	2	38.1606	0
0.7400	1	1	1	16.3958	0
0.7400	2	2	2	6.1284	0
0.7400	3	3	3	3.3740	0
0.7400	1	4	4	5.6491	0
0.7400	2	5	1	15.9912	0
0.7400	3	6	2	39.5567	0
0.7400	1	7	3	0.8779	0
0.7400	2	8	4	73.8696	0
0.7400	3	9	1	102.6123	0
0.7400	1	10	2	31.1376	0
0.7500	1	1	1	8.5689	0
0.7500	2	2	2	6.8331	0
0.7500	3	3	3	2.4643	0
0.7500	1	4	4	4.4593	0
0.7500	2	5	1	13.9396	0
0.7500	3	6	2	24.2612	0
0.7500	1	7	3	2.7840	0
0.7500	2	8	4	224.1782	0
0.7500	3	9	1	109.2042	0
0.7500	1	10	2	26.0721	0
0.7600	1	1	1	8.0632	0
0.7600	2	2	2	6.3583	0
0.7600	3	3	3	2.5523	0
0.7600	1	4	4	3.3134	0
0.7600	2	5	1	11.8547	0
0.7600	3	6	2	14.7102	0
0.7600	1	7	3	1.4477	0
0.7600	2	8	4	357.5816	0
0.7600	3	9	1	74.8254	0
0.7600	1	10	2	29.0384	0
0.7700	1	1	1	17.1997	0
0.7700	2	2	2	4.4247	0
0.7700	3	3	3	1.2519	0
