% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.3400	2	5	1	79.3529	0
0.3400	3	6	2	188.8469	0
0.3400	1	7	3	5.6991	0
0.3400	2	8	4	1163.9095	0
0.3400	3	9	1	160.5903	0
0.3400	1	10	2	180.1165	0
0.3500	1	1	1	104.5342	0
0.3500	2	2	2	15.4416	0
0.3500	3	3	3	9.6426	0
0.3500	1	4	4	15.3865	0
0.3500	2	5	1	118.9056	0
0.3500	3	6	2	138.7585	0
0.3500	1	7	3	6.3943	0
0.3500	2	8	4	498.7030	0
0.3500	3	9	1	447.9471	0
0.3500	1	10	2	414.6485	0
0.3600	1	1	1	59.8973	0
0.3600	2	2	2	29.3436	0
0.3600	3	3	3	14.2641	0
0.3600	1	4	4	12.8100	0
0.3600	2	5	1	44.7177	0
0.3600	3	6	2	242.6663	0
0.3600	1	7	3	9.5027	0
0.3600	2	8	4	1212.2665	0
0.3600	3	9	1	265.4085	0
0.3600	1	10	2	287.3527	0
0.3700	1	1	1	69.5685	0
0.3700	2	2	2	22.3317	0
0.3700	3	3	3	18.9552	0
0.3700	1	4	4	9.9492	0
0.3700	2	5	1	44.0777	0
0.3700	3	6	2	113.7495	0
0.3700	1	7	3	3.6814	0
0.3700	2	8	4	1451.8459	0
0.3700	3	9	1	173.8984	0
0.3700	1	10	2	87.0085	0
0.3800	1	1	1	19.0998	0
0.3800	2	2	2	26.8513	0
0.3800	3	3	3	10.8137	0
0.3800	1	4	4	10.4385	0
0.3800	2	5	1	37.9121	0
0.3800	3	6	2	91.2256	0
0.3800	1	7	3	9.9949	0
0.3800	2	8	4	879.3772	0
0.3800	3	9	1	453.3878	0
0.3800	1	10	2	98.8267	0
0.3900	1	1	1	52.2662	0
0.3900	2	2	2	49.2830	0
0.3900	3	3	3	14.6938	0
0.3900	1	4	4	9.7131	0
0.3900	2	5	1	66.7722	0
0.3900	3	6	2	135.6106	0
0.3900	1	7	3	7.8405	0
0.3900	2	8	4	944.1184	0
0.3900	3	9	1	351.7177	0
0.3900	1	10	2	158.5644	0
0.4000	1	1	1	29.4066	0
0.4000	2	2	2	16.3672	0
0.4000	3	3	3	5.7187	0
0.4000	1	4	4	5.4312	0
0.4000	2	5	1	32.7196	0
0.4000	3	6	2	157.5533	0
0.4000	1	7	3	5.0040	0
0.4000	2	8	4	1342.7029	0
0.4000	3	9	1	372.4881	0
0.4000	1	10	2	56.1299	0
0.4100	1	1	1	60.6073	0
0.4100	2	2	2	36.6203	0
0.4100	3	3	3	6.6168	0
0.4100	1	4	4	13.2862	0
0.4100	2	5	1	37.2715	0
0.4100	3	6	2	147.7344	0
0.4100	1	7	3	4.0681	0
0.4100	2	8	4	447.7630	0
0.4100	3	9	1	296.4959	0
0.4100	1	10	2	126.6374	0
0.4200	1	1	1	35.9560	0
0.4200	2	2	2	14.0778	0
0.4200	3	3	3	8.3795	0
0.4200	1	4	4	11.9398	0
0.4200	2	5	1	52.1767	0
0.4200	3	6	2	147.9878	0
0.4200	1	7	3	5.1528	0
0.4200	2	8	4	1689.6282	0
0.4200	3	9	1	198.2100	0
0.4200	1	10	2	161.6583	0
0.4300	1	1	1	71.5968	0
0.4300	2	2	2	29.1561	0
0.4300	3	3	3	8.8288	0
0.4300	1	4	4	7.9559	0
0.4300	2	5	1	82.5810	0
0.4300	3	6	2	67.9733	0
0.4300	1	7	3	4.3177	0
0.4300	2	8	4	789.1212	0
0.4300	3	9	1	579.5602	0
0.4300	1	10	2	147.9950	0
0.4400	1	1	1	25.5629	0
0.4400	2	2	2	19.4621	0
0.4400	3	3	3	7.0185	0
0.4400	1	4	4	7.0322	0
0.4400	2	5	1	77.2937	0
0.4400	3	6	2	66.8788	0
0.4400	1	7	3	13.6060	0
0.4400	2	8	4	1333.5361	0
0.4400	3	9	1	520.5276	0
0.4400	1	10	2	96.4738	0
0.4500	1	1	1	35.7683	0
0.4500	2	2	2	11.1401	0
0.4500	3	3	3	7.0218	0
0.4500	1	4	4	11.7503	0
0.4500	2	5	1	85.8710	0
0.4500	3	6	2	72.5226	0
0.4500	1	7	3	5.2619	0
0.4500	2	8	4	815.3925	0
0.4500	3	9	1	158.9942	0
0.4500	1	10	2	150.4994	0
0.4600	1	1	1	26.3385	0
0.4600	2	2	2	18.8948	0
0.4600	3	3	3	6.9645	0
0.4600	1	4	4	6.2424	0
0.4600	2	5	1	45.1988	0
0.4600	3	6	2	104.8781	0
0.4600	1	7	3	5.0324	0
0.4600	2	8	4	599.5648	0
0.4600	3	9	1	336.0052	0
0.4600	1	10	2	235.4454	0
0.4700	1	1	1	37.5814	0
0.4700	2	2	2	31.3511	0
0.4700	3	3	3	4.3335	0
0.4700	1	4	4	9.2551	0
0.4700	2	5	1	26.2222	0
0.4700	3	6	2	56.2379	0
0.4700	1	7	3	4.0727	0
0.4700	2	8	4	1391.6042	0
0.4700	3	9	1	430.5778	0
0.4700	1	10	2	117.8624	0
0.4800	1	1	1	16.6664	0
0.4800	2	2	2	17.3444	0
0.4800	3	3	3	9.0493	0
0.4800	1	4	4	8.9397	0
0.4800	2	5	1	17.8143	0
0.4800	3	6	2	70.5888	0
0.4800	1	7	3	5.3250	0
0.4800	2	8	4	985.7791	0
0.4800	3	9	1	96.8743	0
0.4800	1	10	2	93.6990	0
0.4900	1	1	1	34.5325	0
0.4900	2	2	2	26.8890	0
0.4900	3	3	3	10.3773	0
0.4900	1	4	4	10.3268	0
0.4900	2	5	1	27.5917	0
0.4900	3	6	2	42.3093	0
0.4900	1	7	3	4.3829	0
0.4900	2	8	4	1169.7283	0
0.4900	3	9	1	484.5762	0
0.4900	1	10	2	134.1241	0
0.5000	1	1	1	37.7268	0
0.5000	2	2	2	20.7368	0
0.5000	3	3	3	5.5905	0
0.5000	1	4	4	7.1220	0
0.5000	2	5	1	82.3650	0
0.5000	3	6	2	63.1958	0
0.5000	1	7	3	10.5802	0
0.5000	2	8	4	608.8578	0
0.5000	3	9	1	449.6975	0
0.5000	1	10	2	48.4392	0
0.5100	1	1	1	38.8262	0
0.5100	2	2	2	11.8747	0
0.5100	3	3	3	3.6040	0
0.5100	1	4	4	8.0073	0
0.5100	2	5	1	58.2084	0
0.5100	3	6	2	63.2957	0
0.5100	1	7	3	2.4149	0
0.5100	2	8	4	648.2095	0
0.5100	3	9	1	224.6518	0
0.5100	1	10	2	114.1265	0
0.5200	1	1	1	43.9643	0
0.5200	2	2	2	15.5357	0
0.5200	3	3	3	15.5659	0
0.5200	1	4	4	7.6888	0
0.5200	2	5	1	29.8568	0
0.5200	3	6	2	42.5879	0
0.5200	1	7	3	4.0870	0
0.5200	2	8	4	554.6821	0
0.5200	3	9	1	348.5740	0
0.5200	1	10	2	105.0646	0
0.5300	1	1	1	15.8013	0
0.5300	2	2	2	16.5596	0
0.5300	3	3	3	8.6450	0
0.5300	1	4	4	13.4278	0
0.5300	2	5	1	50.4911	0
0.5300	3	6	2	121.6619	0
0.5300	1	7	3	4.5430	0
0.5300	2	8	4	741.9412	0
0.5300	3	9	1	381.5229	0
0.5300	1	10	2	44.0342	0
0.5400	1	1	1	22.1966	0
0.5400	2	2	2	10.2729	0
0.5400	3	3	3	7.2426	0
0.5400	1	4	4	11.2215	0
0.5400	2	5	1	24.4302	0
0.5400	3	6	2	27.3232	0
0.5400	1	7	3	3.5034	0
0.5400	2	8	4	905.7519	0
0.5400	3	9	1	263.4833	0
0.5400	1	10	2	94.9708	0
0.5500	1	1	1	21.9825	0
0.5500	2	2	2	7.8037	0
0.5500	3	3	3	7.3965	0
0.5500	1	4	4	4.1596	0
0.5500	2	5	1	84.3418	0
0.5500	3	6	2	102.4698	0
0.5500	1	7	3	3.1096	0
0.5500	2	8	4	430.4665	0
0.5500	3	9	1	189.0341	0
0.5500	1	10	2	66.9814	0
0.5600	1	1	1	40.1523	0
0.5600	2	2	2	14.7116	0
0.5600	3	3	3	3.9986	0
0.5600	1	4	4	14.0044	0
0.5600	2	5	1	30.2937	0
0.5600	3	6	2	107.7780	0
0.5600	1	7	3	2.9475	0
0.5600	2	8	4	647.3024	0
0.5600	3	9	1	218.5842	0
0.5600	1	10	2	30.0741	0
0.5700	1	1	1	58.3583	0
0.5700	2	2	2	23.5077	0
0.5700	3	3	3	4.4823	0
0.5700	1	4	4	3.3918	0
0.5700	2	5	1	33.3970	0
0.5700	3	6	2	75.6494	0
0.5700	1	7	3	4.4151	0
0.5700	2	8	4	574.7820	0
0.5700	3	9	1	229.7992	0
0.5700	1	10	2	134.3653	0
0.5800	1	1	1	28.8321	0
0.5800	2	2	2	7.6976	0
0.5800	3	3	3	9.6975	0
0.5800	1	4	4	11.5401	0
0.5800	2	5	1	116.8999	0
0.5800	3	6	2	41.6845	0
0.5800	1	7	3	4.0326	0
0.5800	2	8	4	194.0777	0
0.5800	3	9	1	225.9112	0
0.5800	1	10	2	51.5696	0
0.5900	1	1	1	51.8469	0
0.5900	2	2	2	8.4167	0
0.5900	3	3	3	2.2913	0
0.5900	1	4	4	4.2035	0
0.5900	2	5	1	10.6190	0
0.5900	3	6	2	95.2076	0
0.5900	1	7	3	1.3421	0
0.5900	2	8	4	494.1570	0
0.5900	3	9	1	64.7923	0
0.5900	1	10	2	55.1763	0
0.6000	1	1	1	43.9665	0
0.6000	2	2	2	13.6965	0
0.6000	3	3	3	3.2333	0
0.6000	1	4	4	4.9664	0
0.6000	2	5	1	25.6564	0
0.6000	3	6	2	80.7960	0
0.6000	1	7	3	1.7858	0
0.6000	2	8	4	618.1578	0
0.6000	3	9	1	46.8404	0
0.6000	1	10	2	46.1580	0
0.6100	1	1	1	15.9184	0
0.6100	2	2	2	15.0056	0
0.6100	3	3	3	4.6986	0
0.6100	1	4	4	2.5484	0
0.6100	2	5	1	15.6208	0
0.6100	3	6	2	68.8190	0
0.6100	1	7	3	3.1225	0
0.6100	2	8	4	348.2326	0
0.6100	3	9	1	126.0202	0
0.6100	1	10	2	82.1422	0
0.6200	1	1	1	15.2012	0
0.6200	2	2	2	10.4191	0
0.6200	3	3	3	12.2264	0
0.6200	1	4	4	2.4463	0
0.6200	2	5	1	10.1437	0
0.6200	3	6	2	87.2074	0
0.6200	1	7	3	2.2932	0
0.6200	2	8	4	380.1105	0
0.6200	3	9	1	106.2279	0
0.6200	1	10	2	51.1960	0
0.6300	1	1	1	39.0660	0
0.6300	2	2	2	15.2247	0
0.6300	3	3	3	6.4927	0
0.6300	1	4	4	2.3806	0
0.6300	2	5	1	13.5834	0
0.6300	3	6	2	15.9475	0
0.6300	1	7	3	2.0940	0
0.6300	2	8	4	663.0885	0
0.6300	3	9	1	187.2978	0
0.6300	1	10	2	50.5320	0
0.6400	1	1	1	17.9956	0
0.6400	2	2	2	7.4453	0
0.6400	3	3	3	4.6609	0
0.6400	1	4	4	6.3188	0
0.6400	2	5	1	10.6561	0
0.6400	3	6	2	65.7620	0
0.6400	1	7	3	4.5381	0
0.6400	2	8	4	342.5685	0
0.6400	3	9	1	198.0707	0
0.6400	1	10	2	198.7635	0
0.6500	1	1	1	16.8736	0
0.6500	2	2	2	11.9336	0
0.6500	3	3	3	2.9401	0
0.6500	1	4	4	4.7007	0
0.6500	2	5	1	26.9947	0
0.6500	3	6	2	61.0187	0
0.6500	1	7	3	1.7984	0
0.6500	2	8	4	444.1081	0
0.6500	3	9	1	273.8849	0
0.6500	1	10	2	65.1001	0
0.6600	1	1	1	26.9080	0
0.6600	2	2	2	8.7119	0
0.6600	3	3	3	5.6932	0
0.6600	1	4	4	4.7992	0
0.6600	2	5	1	13.7546	0
0.6600	3	6	2	63.0384	0
0.6600	1	7	3	1.7779	0
0.6600	2	8	4	294.4741	0
0.6600	3	9	1	148.7309	0
0.6600	1	10	2	59.2530	0
0.6700	1	1	1	9.7733	0
0.6700	2	2	2	15.4426	0
0.6700	3	3	3	5.1308	0
0.6700	1	4	4	2.9838	0
0.6700	2	5	1	10.2688	0
0.6700	3	6	2	49.8112	0
0.6700	1	7	3	2.2359	0
0.6700	2	8	4	406.1230	0
0.6700	3	9	1	112.8025	0
0.6700	1	10	2	20.0529	0
0.6800	1	1	1	13.8568	0
0.6800	2	2	2	8.0955	0
0.6800	3	3	3	5.1756	0
0.6800	1	4	4	2.9344	0
0.6800	2	5	1	44.2808	0
0.6800	3	6	2	21.6483	0
0.6800	1	7	3	4.9241	0
0.6800	2	8	4	340.8863	0
0.6800	3	9	1	194.2240	0
0.6800	1	10	2	51.4129	0
0.6900	1	1	1	27.5271	0
0.6900	2	2	2	7.6632	0
0.6900	3	3	3	2.2910	0
0.6900	1	4	4	7.6521	0
0.6900	2	5	1	19.0678	0
0.6900	3	6	2	56.8301	0
0.6900	1	7	3	4.6726	0
0.6900	2	8	4	230.9923	0
0.6900	3	9	1	169.0438	0
0.6900	1	10	2	37.1234	0
0.7000	1	1	1	15.1019	0
0.7000	2	2	2	9.3315	0
0.7000	3	3	3	1.8763	0
0.7000	1	4	4	2.7386	0
0.7000	2	5	1	36.8830	0
0.7000	3	6	2	76.0538	0
0.7000	1	7	3	2.5333	0
0.7000	2	8	4	409.4767	0
0.7000	3	9	1	110.5780	0
0.7000	1	10	2	89.6519	0
0.7100	1	1	1	14.4589	0
0.7100	2	2	2	9.9222	0
0.7100	3	3	3	6.2705	0
0.7100	1	4	4	2.7075	0
0.7100	2	5	1	40.0970	0
0.7100	3	6	2	24.6906	0
0.7100	1	7	3	5.4562	0
0.7100	2	8	4	304.6572	0
0.7100	3	9	1	111.8715	0
0.7100	1	10	2	19.8602	0
0.7200	1	1	1	12.7390	0
0.7200	2	2	2	5.4723	0
0.7200	3	3	3	2.7699	0
0.7200	1	4	4	3.6014	0
0.7200	2	5	1	30.1162	0
0.7200	3	6	2	54.4545	0
0.7200	1	7	3	2.9403	0
0.7200	2	8	4	216.3373	0
0.7200	3	9	1	82.6032	0
0.7200	1	10	2	107.5520	0
0.7300	1	1	1	11.1201	0
0.7300	2	2	2	18.8114	0
0.7300	3	3	3	3.2541	0
0.7300	1	4	4	3.8145	0
0.7300	2	5	1	31.5041	0
0.7300	3	6	2	88.2965	0
0.7300	1	7	3	2.4085	0
0.7300	2	8	4	297.6038	0
0.7300	3	9	1	119.9542	0
0.7300	1	10	2	54.5151	0
0.7400	1	1	1	23.4226	0
0.7400	2	2	2	8.7549	0
0.7400	3	3	3	4.8200	0
0.7400	1	4	4	8.0701	0
0.7400	2	5	1	22.8446	0
0.7400	3	6	2	56.5096	0
0.7400	1	7	3	1.2541	0
0.7400	2	8	4	105.5279	0
0.7400	3	9	1	146.5889	0
0.7400	1	10	2	44.4823	0
0.7500	1	1	1	12.2412	0
0.7500	2	2	2	9.7616	0
0.7500	3	3	3	3.5204	0
0.7500	1	4	4	6.3704	0
0.7500	2	5	1	19.9137	0
0.7500	3	6	2	34.6589	0
0.7500	1	7	3	3.9771	0
0.7500	2	8	4	320.2545	0
0.7500	3	9	1	156.0060	0
0.7500	1	10	2	37.2458	0
0.7600	1	1	1	11.5188	0
0.7600	2	2	2	9.0832	0
0.7600	3	3	3	3.6461	0
0.7600	1	4	4	4.7334	0
0.7600	2	5	1	16.9352	0
0.7600	3	6	2	21.0145	0
0.7600	1	7	3	2.0681	0
0.7600	2	8	4	510.8309	0
0.7600	3	9	1	106.8934	0
0.7600	1	10	2	41.4835	0
0.7700	1	1	1	24.5710	0
0.7700	2	2	2	6.3210	0
