% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	DLdelay	DLdelayMin	DLdelayMax	DLdelayStdDev	PDUSize	PDUSizeMin	PDUSizeMax	PDUSizeStdDev
1.3000	1.4000	2	8	4	3	215	315118	215	314047	6.022977e-04	3.011488e-04	1.806893e-03	1.806893e-04	1587.67	793.84	2381.51	317.53
1.3000	1.4000	3	9	1	3	173	253766	170	248464	1.794827e-03	8.974135e-04	5.384481e-03	5.384481e-04	1495.31	747.65	2242.96	299.06
1.3000	1.4000	1	10	2	3	132	193494	128	186950	2.494352e-03	1.247176e-03	7.483055e-03	7.483055e-04	1538.96	769.48	2308.44	307.79
1.4000	1.5000	1	1	1	3	53	78231	52	76085	9.017567e-04	4.508784e-04	2.705270e-03	2.705270e-04	1546.08	773.04	2319.13	309.22
1.4000	1.5000	2	2	2	3	345	504078	332	485761	4.759231e-03	2.379616e-03	1.427769e-02	1.427769e-03	1358.11	679.05	2037.16	271.62
1.4000	1.5000	3	3	3	3	289	422321	278	406995	4.921490e-03	2.460745e-03	1.476447e-02	1.476447e-03	1433.53	716.76	2150.29	286.71
1.4000	1.5000	1	4	4	3	108	158133	104	153140	4.335355e-03	2.167678e-03	1.300607e-02	1.300607e-03	1452.18	726.09	2178.27	290.44
1.4000	1.5000	2	5	1	3	99	145292	97	142576	7.430999e-04	3.715500e-04	2.229300e-03	2.229300e-04	1323.50	661.75	1985.25	264.70
1.4000	1.5000	3	6	2	3	100	147014	96	140583	3.459270e-03	1.729635e-03	1.037781e-02	1.037781e-03	1439.65	719.82	2159.47	287.93
1.4000	1.5000	1	7	3	3	124	181612	123	179773	1.620774e-03	8.103868e-04	4.862321e-03	4.862321e-04	1446.92	723.46	2170.39	289.38
1.4000	1.5000	2	8	4	3	175	256682	174	254886	3.921270e-03	1.960635e-03	1.176381e-02	1.176381e-03	1325.57	662.78	1988.35	265.11
1.4000	1.5000	3	9	1	3	170	249542	166	243289	3.128963e-03	1.564482e-03	9.386889e-03	9.386889e-04	1519.12	759.56	2278.68	303.82
1.4000	1.5000	1	10	2	3	130	190168	126	183993	2.626952e-04	1.313476e-04	7.880857e-04	7.880857e-05	1336.94	668.47	2005.42	267.39
1.5000	1.6000	1	1	1	3	48	70500	46	67680	9.206647e-04	4.603323e-04	2.761994e-03	2.761994e-04	1344.53	672.27	2016.80	268.91
1.5000	1.6000	2	2	2	3	348	509342	340	497660	3.574397e-03	1.787198e-03	1.072319e-02	1.072319e-03	1568.32	784.16	2352.48	313.66
1.5000	1.6000	3	3	3	3	297	433780	295	431498	2.783203e-03	1.391601e-03	8.349608e-03	8.349608e-04	1552.65	776.33	2328.98	310.53
1.5000	1.6000	1	4	4	3	102	150043	97	142993	1.310806e-03	6.554029e-04	3.932418e-03	3.932418e-04	1360.59	680.29	2040.88	272.12
1.5000	1.6000	2	5	1	3	99	145061	98	143535	3.327668e-03	1.663834e-03	9.983004e-03	9.983004e-04	1459.47	729.74	2189.21	291.89
1.5000	1.6000	3	6	2	3	98	143711	96	141198	1.077758e-03	5.388790e-04	3.233274e-03	3.233274e-04	1512.63	756.31	2268.94	302.53
1.5000	1.6000	1	7	3	3	122	179286	119	174135	1.795081e-03	8.975407e-04	5.385244e-03	5.385244e-04	1422.34	711.17	2133.51	284.47
1.5000	1.6000	2	8	4	3	210	307372	209	305426	4.513439e-03	2.256720e-03	1.354032e-02	1.354032e-03	1437.14	718.57	2155.71	287.43
1.5000	1.6000	3	9	1	3	156	228253	153	224048	3.692254e-03	1.846127e-03	1.107676e-02	1.107676e-03	1352.42	676.21	2028.63	270.48
1.5000	1.6000	1	10	2	3	131	192388	126	184509	4.286487e-03	2.143243e-03	1.285946e-02	1.285946e-03	1457.75	728.87	2186.62	291.55
1.6000	1.7000	1	1	1	3	48	70180	47	68751	9.012670e-04	4.506335e-04	2.703801e-03	2.703801e-04	1428.20	714.10	2142.29	285.64
1.6000	1.7000	2	2	2	3	352	515092	343	501024	1.256647e-03	6.283236e-04	3.769942e-03	3.769942e-04	1335.46	667.73	2003.19	267.09
1.6000	1.7000	3	3	3	3	265	387920	255	373348	3.124010e-03	1.562005e-03	9.372031e-03	9.372031e-04	1520.38	760.19	2280.57	304.08
1.6000	1.7000	1	4	4	3	104	152684	101	148673	4.236435e-03	2.118218e-03	1.270931e-02	1.270931e-03	1549.26	774.63	2323.88	309.85
1.6000	1.7000	2	5	1	3	98	143744	93	136967	2.702731e-03	1.351365e-03	8.108192e-03	8.108192e-04	1587.49	793.74	2381.23	317.50
1.6000	1.7000	3	6	2	3	94	138104	90	132223	4.934488e-03	2.467244e-03	1.480346e-02	1.480346e-03	1595.81	797.91	2393.72	319.16
1.6000	1.7000	1	7	3	3	136	198994	134	195679	7.842911e-04	3.921456e-04	2.352873e-03	2.352873e-04	1322.75	661.38	1984.13	264.55
1.6000	1.7000	2	8	4	3	189	276894	181	264349	3.395750e-03	1.697875e-03	1.018725e-02	1.018725e-03	1443.58	721.79	2165.36	288.72
1.6000	1.7000	3	9	1	3	169	246951	166	243039	2.536156e-03	1.268078e-03	7.608469e-03	7.608469e-04	1494.41	747.21	2241.62	298.88
1.6000	1.7000	1	10	2	3	136	199889	134	196655	1.156808e-03	5.784041e-04	3.470425e-03	3.470425e-04	1506.39	753.20	2259.59	301.28
1.7000	1.8000	1	1	1	3	46	67407	43	64199	4.888154e-03	2.444077e-03	1.466446e-02	1.466446e-03	1432.82	716.41	2149.23	286.56
1.7000	1.8000	2	2	2	3	340	497105	330	482294	1.702462e-03	8.512312e-04	5.107387e-03	5.107387e-04	1508.94	754.47	2263.41	301.79
1.7000	1.8000	3	3	3	3	288	421027	275	402506	2.767997e-03	1.383998e-03	8.303990e-03	8.303990e-04	1315.68	657.84	1973.52	263.14
1.7000	1.8000	1	4	4	3	98	144209	96	140233	1.263966e-03	6.319831e-04	3.791899e-03	3.791899e-04	1422.99	711.49	2134.48	284.60
1.7000	1.8000	2	5	1	3	102	149220	101	148200	2.643501e-03	1.321750e-03	7.930502e-03	7.930502e-04	1453.92	726.96	2180.88	290.78
1.7000	1.8000	3	6	2	3	85	124878	84	123409	4.083630e-03	2.041815e-03	1.225089e-02	1.225089e-03	1523.69	761.85	2285.54	304.74
