% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	DLdelay	DLdelayMin	DLdelayMax	DLdelayStdDev	PDUSize	PDUSizeMin	PDUSizeMax	PDUSizeStdDev
0.1000	0.2000	1	4	4	3	849	1240925	807	1179310	2.602662e-03	1.301331e-03	7.807985e-03	7.807985e-04	1435.88	717.94	2153.83	287.18
0.1000	0.2000	2	5	1	3	342	499469	333	487451	3.544793e-03	1.772396e-03	1.063438e-02	1.063438e-03	1420.18	710.09	2130.27	284.04
0.1000	0.2000	3	6	2	3	229	335745	221	323739	2.807460e-04	1.403730e-04	8.422381e-04	8.422381e-05	1491.99	746.00	2237.99	298.40
0.1000	0.2000	1	7	3	3	233	341073	223	326490	2.498319e-03	1.249159e-03	7.494956e-03	7.494956e-04	1601.81	800.90	2402.71	320.36
0.1000	0.2000	2	8	4	3	1180	1723094	1142	1668625	3.198299e-03	1.599149e-03	9.594896e-03	9.594896e-04	1498.99	749.50	2248.49	299.80
0.1000	0.2000	3	9	1	3	589	860079	560	818828	2.995375e-03	1.497688e-03	8.986126e-03	8.986126e-04	1511.85	755.92	2267.77	302.37
0.1000	0.2000	1	10	2	3	908	1326223	894	1305728	1.995003e-03	9.975016e-04	5.985010e-03	5.985010e-04	1587.53	793.76	2381.29	317.51
0.2000	0.3000	1	1	1	3	612	893553	606	885386	2.820484e-03	1.410242e-03	8.461452e-03	8.461452e-04	1468.66	734.33	2202.99	293.73
0.2000	0.3000	2	2	2	3	1245	1818234	1204	1758144	1.811127e-03	9.055635e-04	5.433381e-03	5.433381e-04	1525.98	762.99	2288.97	305.20
0.2000	0.3000	3	3	3	3	737	1077126	706	1031974	4.502916e-03	2.251458e-03	1.350875e-02	1.350875e-03	1491.08	745.54	2236.62	298.22
0.2000	0.3000	1	4	4	3	915	1336895	899	1313630	1.198920e-03	5.994598e-04	3.596759e-03	3.596759e-04	1521.96	760.98	2282.93	304.39
0.2000	0.3000	2	5	1	3	361	527784	355	518748	2.884712e-03	1.442356e-03	8.654136e-03	8.654136e-04	1341.35	670.68	2012.03	268.27
0.2000	0.3000	3	6	2	3	266	388504	264	386406	3.192579e-03	1.596290e-03	9.577738e-03	9.577738e-04	1546.08	773.04	2319.13	309.22
0.2000	0.3000	1	7	3	3	243	355159	234	342386	2.191482e-04	1.095741e-04	6.574447e-04	6.574447e-05	1502.48	751.24	2253.72	300.50
0.2000	0.3000	2	8	4	3	1122	1639016	1067	1558331	4.648761e-03	2.324380e-03	1.394628e-02	1.394628e-03	1439.03	719.51	2158.54	287.81
0.2000	0.3000	3	9	1	3	623	910061	618	903287	1.652918e-03	8.264589e-04	4.958753e-03	4.958753e-04	1363.49	681.75	2045.24	272.70
0.2000	0.3000	1	10	2	3	916	1338720	899	1312950	4.951264e-03	2.475632e-03	1.485379e-02	1.485379e-03	1354.90	677.45	2032.36	270.98
0.3000	0.4000	1	1	1	3	619	905124	600	876137	1.538600e-03	7.693000e-04	4.615800e-03	4.615800e-04	1550.33	775.17	2325.50	310.07
0.3000	0.4000	2	2	2	3	1261	1841133	1248	1822564	3.284823e-03	1.642412e-03	9.854470e-03	9.854470e-04	1518.97	759.49	2278.46	303.79
0.3000	0.4000	3	3	3	3	768	1121537	751	1097888	2.761171e-04	1.380586e-04	8.283514e-04	8.283514e-05	1449.95	724.98	2174.93	289.99
0.3000	0.4000	1	4	4	3	817	1193965	782	1141852	2.658992e-03	1.329496e-03	7.976976e-03	7.976976e-04	1538.84	769.42	2308.26	307.77
0.3000	0.4000	2	5	1	3	345	504677	337	493085	3.223407e-03	1.611703e-03	9.670220e-03	9.670220e-04	1526.02	763.01	2289.03	305.20
0.3000	0.4000	3	6	2	3	270	394545	262	383477	4.844363e-04	2.422181e-04	1.453309e-03	1.453309e-04	1321.40	660.70	1982.10	264.28
0.3000	0.4000	1	7	3	3	221	323717	212	310063	1.326190e-03	6.630951e-04	3.978571e-03	3.978571e-04	1474.37	737.19	2211.56	294.87
0.3000	0.4000	2	8	4	3	1255	1833413	1219	1780207	1.313882e-03	6.569409e-04	3.941646e-03	3.941646e-04	1417.94	708.97	2126.92	283.59
0.3000	0.4000	3	9	1	3	696	1016317	677	989596	5.793874e-04	2.896937e-04	1.738162e-03	1.738162e-04	1457.55	728.78	2186.33	291.51
0.3000	0.4000	1	10	2	3	1037	1514937	1018	1487296	3.219896e-04	1.609948e-04	9.659689e-04	9.659689e-05	1423.39	711.69	2135.08	284.68
0.4000	0.5000	1	1	1	3	559	816490	533	778546	3.247854e-03	1.623927e-03	9.743563e-03	9.743563e-04	1321.74	660.87	1982.61	264.35
0.4000	0.5000	2	2	2	3	1326	1937248	1290	1884773	2.773522e-03	1.386761e-03	8.320567e-03	8.320567e-04	1588.91	794.45	2383.36	317.78
0.4000	0.5000	3	3	3	3	844	1232766	805	1175515	1.662981e-03	8.314903e-04	4.988942e-03	4.988942e-04	1560.70	780.35	2341.06	312.14
0.4000	0.5000	1	4	4	3	852	1244648	836	1221556	4.399613e-03	2.199806e-03	1.319884e-02	1.319884e-03	1528.64	764.32	2292.96	305.73
0.4000	0.5000	2	5	1	3	357	522344	357	522096	2.121827e-03	1.060913e-03	6.365480e-03	6.365480e-04	1422.63	711.31	2133.94	284.53
0.4000	0.5000	3	6	2	3	288	420583	284	415344	3.797260e-03	1.898630e-03	1.139178e-02	1.139178e-03	1344.11	672.06	2016.17	268.82
0.4000	0.5000	1	7	3	3	243	356128	236	345251	1.531045e-04	7.655225e-05	4.593135e-04	4.593135e-05	1578.37	789.19	2367.56	315.67
0.4000	0.5000	2	8	4	3	1140	1665574	1119	1634913	2.297383e-03	1.148692e-03	6.892149e-03	6.892149e-04	1399.62	699.81	2099.43	279.92
0.4000	0.5000	3	9	1	3	731	1068406	698	1019857	2.522659e-03	1.261330e-03	7.567978e-03	7.567978e-04	1330.81	665.40	1996.21	266.16
0.4000	0.5000	1	10	2	3	919	1342807	880	1285267	3.831402e-03	1.915701e-03	1.149421e-02	1.149421e-03	1494.52	747.26	2241.78	298.90
0.5000	0.6000	1	1	1	3	574	838405	547	800041	4.934534e-03	2.467267e-03	1.480360e-02	1.480360e-03	1423.29	711.64	2134.93	284.66
0.5000	0.6000	2	2	2	3	1185	1730433	1172	1711151	2.836181e-03	1.418090e-03	8.508542e-03	8.508542e-04	1437.87	718.94	2156.81	287.57
0.5000	0.6000	3	3	3	3	863	1260308	822	1200840	6.822078e-04	3.411039e-04	2.046623e-03	2.046623e-04	1348.32	674.16	2022.48	269.66
0.5000	0.6000	1	4	4	3	832	1216170	803	1172735	4.356136e-03	2.178068e-03	1.306841e-02	1.306841e-03	1379.29	689.64	2068.93	275.86
0.5000	0.6000	2	5	1	3	348	509172	332	485592	2.813886e-03	1.406943e-03	8.441658e-03	8.441658e-04	1597.04	798.52	2395.55	319.41
0.5000	0.6000	3	6	2	3	334	488729	327	478571	4.515674e-03	2.257837e-03	1.354702e-02	1.354702e-03	1327.27	663.64	1990.91	265.45
0.5000	0.6000	1	7	3	3	261	382092	252	368286	1.021794e-03	5.108968e-04	3.065381e-03	3.065381e-04	1449.40	724.70	2174.10	289.88
0.5000	0.6000	2	8	4	3	1154	1685859	1114	1627657	4.087596e-03	2.043798e-03	1.226279e-02	1.226279e-03	1513.94	756.97	2270.91	302.79
0.5000	0.6000	3	9	1	3	687	1004129	685	1000751	4.343713e-03	2.171857e-03	1.303114e-02	1.303114e-03	1327.20	663.60	1990.81	265.44
0.5000	0.6000	1	10	2	3	877	1280645	875	1278718	4.226383e-03	2.113191e-03	1.267915e-02	1.267915e-03	1558.79	779.40	2338.19	311.76
0.6000	0.7000	1	1	1	3	588	858852	581	848931	4.729352e-03	2.364676e-03	1.418806e-02	1.418806e-03	1562.10	781.05	2343.15	312.42
0.6000	0.7000	2	2	2	3	1236	1805706	1189	1736063	3.391333e-03	1.695667e-03	1.017400e-02	1.017400e-03	1494.49	747.25	2241.74	298.90
0.6000	0.7000	3	3	3	3	961	1404340	938	1370647	4.275689e-03	2.137845e-03	1.282707e-02	1.282707e-03	1475.16	737.58	2212.74	295.03
0.6000	0.7000	1	4	4	3	864	1262278	851	1243601	1.143524e-03	5.717622e-04	3.430573e-03	3.430573e-04	1353.82	676.91	2030.73	270.76
0.6000	0.7000	2	5	1	3	324	473739	322	471468	1.806452e-03	9.032259e-04	5.419355e-03	5.419355e-04	1464.08	732.04	2196.13	292.82
0.6000	0.7000	3	6	2	3	285	417019	277	405741	4.902160e-03	2.451080e-03	1.470648e-02	1.470648e-03	1457.84	728.92	2186.77	291.57
0.6000	0.7000	1	7	3	3	240	350698	230	336352	1.793770e-03	8.968848e-04	5.381309e-03	5.381309e-04	1575.86	787.93	2363.79	315.17
0.6000	0.7000	2	8	4	3	1105	1613590	1059	1547191	5.346424e-04	2.673212e-04	1.603927e-03	1.603927e-04	1349.23	674.61	2023.84	269.85
0.6000	0.7000	3	9	1	3	835	1219823	795	1161229	4.017111e-03	2.008555e-03	1.205133e-02	1.205133e-03	1497.35	748.67	2246.02	299.47
0.6000	0.7000	1	10	2	3	953	1392751	944	1379255	3.766472e-03	1.883236e-03	1.129942e-02	1.129942e-03	1367.88	683.94	2051.82	273.58
0.7000	0.8000	1	1	1	3	543	793578	528	772251	3.762608e-03	1.881304e-03	1.128782e-02	1.128782e-03	1324.71	662.36	1987.07	264.94
0.7000	0.8000	2	2	2	3	1418	2071226	1355	1978763	2.292321e-03	1.146160e-03	6.876962e-03	6.876962e-04	1469.52	734.76	2204.29	293.90
0.7000	0.8000	3	3	3	3	888	1297054	849	1239968	4.463584e-03	2.231792e-03	1.339075e-02	1.339075e-03	1487.33	743.66	2230.99	297.47
0.7000	0.8000	1	4	4	3	840	1227550	823	1202191	3.752653e-03	1.876327e-03	1.125796e-02	1.125796e-03	1440.04	720.02	2160.07	288.01
0.7000	0.8000	2	5	1	3	360	526848	349	509886	4.933925e-03	2.466962e-03	1.480177e-02	1.480177e-03	1490.89	745.44	2236.33	298.18
0.7000	0.8000	3	6	2	3	310	453575	298	435127	1.496966e-03	7.484832e-04	4.490899e-03	4.490899e-04	1364.63	682.31	2046.94	272.93
0.7000	0.8000	1	7	3	3	239	349042	228	333545	2.049492e-03	1.024746e-03	6.148477e-03	6.148477e-04	1597.09	798.54	2395.63	319.42
0.7000	0.8000	2	8	4	3	1163	1699050	1159	1693050	2.828138e-03	1.414069e-03	8.484415e-03	8.484415e-04	1480.91	740.46	2221.37	296.18
0.7000	0.8000	3	9	1	3	752	1098755	734	1071704	1.287808e-03	6.439038e-04	3.863423e-03	3.863423e-04	1347.53	673.77	2021.30	269.51
0.7000	0.8000	1	10	2	3	956	1395990	933	1363364	3.539353e-04	1.769677e-04	1.061806e-03	1.061806e-04	1412.29	706.14	2118.43	282.46
0.8000	0.9000	1	1	1	3	617	901829	594	868219	3.439363e-03	1.719682e-03	1.031809e-02	1.031809e-03	1535.99	767.99	2303.98	307.20
0.8000	0.9000	2	2	2	3	1264	1846700	1254	1831060	4.828632e-03	2.414316e-03	1.448590e-02	1.448590e-03	1350.29	675.15	2025.44	270.06
0.8000	0.9000	3	3	3	3	943	1378204	923	1348880	4.224961e-03	2.112481e-03	1.267488e-02	1.267488e-03	1354.81	677.41	2032.22	270.96
0.8000	0.9000	1	4	4	3	854	1246937	839	1226063	2.663021e-03	1.331510e-03	7.989062e-03	7.989062e-04	1418.78	709.39	2128.17	283.76
0.8000	0.9000	2	5	1	3	309	452217	301	440067	1.576752e-03	7.883758e-04	4.730255e-03	4.730255e-04	1532.30	766.15	2298.45	306.46
0.8000	0.9000	3	6	2	3	342	499882	340	497544	3.158766e-03	1.579383e-03	9.476299e-03	9.476299e-04	1348.13	674.07	2022.20	269.63
0.8000	0.9000	1	7	3	3	239	350214	235	343561	2.713959e-03	1.356980e-03	8.141878e-03	8.141878e-04	1575.02	787.51	2362.52	315.00
0.8000	0.9000	2	8	4	3	1182	1726351	1125	1642927	2.892459e-03	1.446230e-03	8.677378e-03	8.677378e-04	1536.64	768.32	2304.96	307.33
0.8000	0.9000	3	9	1	3	790	1153736	782	1142042	8.345954e-04	4.172977e-04	2.503786e-03	2.503786e-04	1380.94	690.47	2071.41	276.19
0.8000	0.9000	1	10	2	3	979	1429571	942	1376090	1.793910e-03	8.969552e-04	5.381731e-03	5.381731e-04	1367.03	683.51	2050.54	273.41
0.9000	1.0000	1	1	1	3	607	886720	581	849182	2.972526e-03	1.486263e-03	8.917579e-03	8.917579e-04	1461.72	730.86	2192.58	292.34
0.9000	1.0000	2	2	2	3	1236	1804728	1217	1777354	4.620247e-03	2.310123e-03	1.386074e-02	1.386074e-03	1520.51	760.26	2280.77	304.10
0.9000	1.0000	3	3	3	3	1034	1509784	1030	1504829	4.635286e-03	2.317643e-03	1.390586e-02	1.390586e-03	1445.65	722.82	2168.47	289.13
0.9000	1.0000	1	4	4	3	839	1226227	822	1201167	2.055113e-03	1.027557e-03	6.165340e-03	6.165340e-04	1329.99	665.00	1994.99	266.00
0.9000	1.0000	2	5	1	3	327	478049	319	466991	4.607293e-03	2.303646e-03	1.382188e-02	1.382188e-03	1415.13	707.57	2122.70	283.03
0.9000	1.0000	3	6	2	3	330	482766	316	462027	9.642962e-04	4.821481e-04	2.892889e-03	2.892889e-04	1459.52	729.76	2189.29	291.90
0.9000	1.0000	1	7	3	3	257	376223	244	357658	3.351333e-03	1.675667e-03	1.005400e-02	1.005400e-03	1365.99	682.99	2048.98	273.20
0.9000	1.0000	2	8	4	3	1281	1870808	1221	1783541	3.774806e-03	1.887403e-03	1.132442e-02	1.132442e-03	1375.29	687.65	2062.94	275.06
0.9000	1.0000	3	9	1	3	814	1189832	797	1163943	4.219723e-04	2.109862e-04	1.265917e-03	1.265917e-04	1540.45	770.23	2310.68	308.09
0.9000	1.0000	1	10	2	3	1019	1487882	976	1425036	9.914478e-04	4.957239e-04	2.974344e-03	2.974344e-04	1565.64	782.82	2348.46	313.13
1.0000	1.1000	1	1	1	3	555	810949	528	771430	8.651477e-04	4.325739e-04	2.595443e-03	2.595443e-04	1523.06	761.53	2284.60	304.61
1.0000	1.1000	2	2	2	3	1273	1859677	1211	1768525	6.101321e-04	3.050660e-04	1.830396e-03	1.830396e-04	1547.58	773.79	2321.36	309.52
1.0000	1.1000	3	3	3	3	959	1401310	946	1381850	4.292913e-03	2.146456e-03	1.287874e-02	1.287874e-03	1556.42	778.21	2334.64	311.28
1.0000	1.1000	1	4	4	3	862	1259082	819	1196946	5.189918e-04	2.594959e-04	1.556975e-03	1.556975e-04	1374.70	687.35	2062.05	274.94
1.0000	1.1000	2	5	1	3	360	526794	357	521985	1.774905e-03	8.874525e-04	5.324715e-03	5.324715e-04	1389.75	694.88	2084.63	277.95
1.0000	1.1000	3	6	2	3	318	464337	310	453936	2.237020e-03	1.118510e-03	6.711060e-03	6.711060e-04	1399.98	699.99	2099.98	280.00
1.0000	1.1000	1	7	3	3	235	343737	234	341924	4.019291e-03	2.009645e-03	1.205787e-02	1.205787e-03	1438.16	719.08	2157.24	287.63
1.0000	1.1000	2	8	4	3	1058	1545802	1013	1479282	4.191158e-03	2.095579e-03	1.257347e-02	1.257347e-03	1601.45	800.72	2402.17	320.29
1.0000	1.1000	3	9	1	3	836	1220635	805	1176329	2.815472e-03	1.407736e-03	8.446417e-03	8.446417e-04	1504.21	752.11	2256.32	300.84
1.0000	1.1000	1	10	2	3	971	1418547	952	1390212	3.358680e-03	1.679340e-03	1.007604e-02	1.007604e-03	1365.21	682.60	2047.81	273.04
1.1000	1.2000	1	1	1	3	569	831803	545	797128	3.716365e-03	1.858182e-03	1.114909e-02	1.114909e-03	1338.18	669.09	2007.27	267.64
1.1000	1.2000	2	2	2	3	1172	1712054	1156	1688003	1.555896e-03	7.779482e-04	4.667689e-03	4.667689e-04	1479.39	739.70	2219.09	295.88
1.1000	1.2000	3	3	3	3	938	1370389	893	1304006	1.385094e-03	6.925469e-04	4.155281e-03	4.155281e-04	1487.76	743.88	2231.64	297.55
1.1000	1.2000	1	4	4	3	885	1293087	846	1235324	4.681751e-04	2.340876e-04	1.404525e-03	1.404525e-04	1526.63	763.32	2289.95	305.33
1.1000	1.2000	2	5	1	3	357	521349	353	516120	3.504013e-03	1.752006e-03	1.051204e-02	1.051204e-03	1393.47	696.73	2090.20	278.69
1.1000	1.2000	3	6	2	3	341	498951	327	478622	2.755315e-03	1.377657e-03	8.265944e-03	8.265944e-04	1568.90	784.45	2353.35	313.78
1.1000	1.2000	1	7	3	3	245	358745	236	345286	2.498182e-03	1.249091e-03	7.494547e-03	7.494547e-04	1378.59	689.30	2067.89	275.72
1.1000	1.2000	2	8	4	3	1159	1693141	1112	1623770	2.882932e-03	1.441466e-03	8.648795e-03	8.648795e-04	1581.32	790.66	2371.98	316.26
1.1000	1.2000	3	9	1	3	834	1217879	828	1209478	4.238292e-03	2.119146e-03	1.271488e-02	1.271488e-03	1407.18	703.59	2110.77	281.44
1.1000	1.2000	1	10	2	3	938	1370189	895	1306951	3.511815e-03	1.755908e-03	1.053545e-02	1.053545e-03	1413.24	706.62	2119.87	282.65
1.2000	1.3000	1	1	1	3	630	920748	609	889385	3.166868e-03	1.583434e-03	9.500603e-03	9.500603e-04	1572.71	786.35	2359.06	314.54
1.2000	1.3000	2	2	2	3	1234	1802295	1230	1796804	4.014038e-03	2.007019e-03	1.204211e-02	1.204211e-03	1605.40	802.70	2408.10	321.08
1.2000	1.3000	3	3	3	3	1098	1604002	1091	1593870	4.922009e-03	2.461004e-03	1.476603e-02	1.476603e-03	1538.34	769.17	2307.50	307.67
1.2000	1.3000	1	4	4	3	819	1197129	793	1158498	1.507471e-03	7.537355e-04	4.522413e-03	4.522413e-04	1400.52	700.26	2100.78	280.10
1.2000	1.3000	2	5	1	3	344	502657	333	487183	3.430272e-03	1.715136e-03	1.029082e-02	1.029082e-03	1377.73	688.87	2066.60	275.55
1.2000	1.3000	3	6	2	3	361	527958	360	526499	2.390267e-03	1.195134e-03	7.170802e-03	7.170802e-04	1493.12	746.56	2239.67	298.62
1.2000	1.3000	1	7	3	3	237	347252	233	340441	2.612174e-03	1.306087e-03	7.836521e-03	7.836521e-04	1381.36	690.68	2072.03	276.27
1.2000	1.3000	2	8	4	3	1099	1604711	1047	1529116	4.848603e-03	2.424301e-03	1.454581e-02	1.454581e-03	1572.07	786.03	2358.10	314.41
1.2000	1.3000	3	9	1	3	899	1313168	885	1293209	8.540899e-04	4.270450e-04	2.562270e-03	2.562270e-04	1552.22	776.11	2328.33	310.44
1.2000	1.3000	1	10	2	3	1033	1508991	986	1440444	4.399558e-03	2.199779e-03	1.319867e-02	1.319867e-03	1391.56	695.78	2087.33	278.31
1.3000	1.4000	1	1	1	3	596	870900	586	855887	2.799201e-03	1.399601e-03	8.397603e-03	8.397603e-04	1339.40	669.70	2009.10	267.88
1.3000	1.4000	2	2	2	3	1227	1791937	1170	1709601	1.178898e-03	5.894488e-04	3.536693e-03	3.536693e-04	1513.51	756.76	2270.27	302.70
1.3000	1.4000	3	3	3	3	1109	1620405	1100	1606200	1.804265e-03	9.021326e-04	5.412795e-03	5.412795e-04	1511.98	755.99	2267.97	302.40
1.3000	1.4000	1	4	4	3	862	1258933	855	1249527	4.349742e-03	2.174871e-03	1.304922e-02	1.304922e-03	1520.84	760.42	2281.26	304.17
1.3000	1.4000	2	5	1	3	368	538328	353	515680	4.416267e-03	2.208133e-03	1.324880e-02	1.324880e-03	1568.58	784.29	2352.87	313.72
1.3000	1.4000	3	6	2	3	365	533548	350	511159	4.108038e-03	2.054019e-03	1.232412e-02	1.232412e-03	1556.98	778.49	2335.47	311.40
1.3000	1.4000	1	7	3	3	238	347676	233	341275	1.373038e-03	6.865188e-04	4.119113e-03	4.119113e-04	1499.13	749.56	2248.69	299.83
1.3000	1.4000	2	8	4	3	1149	1678204	1147	1675098	1.775174e-03	8.875868e-04	5.325521e-03	5.325521e-04	1498.73	749.36	2248.09	299.75
1.3000	1.4000	3	9	1	3	821	1198717	792	1156819	3.570043e-03	1.785022e-03	1.071013e-02	1.071013e-03	1333.67	666.83	2000.50	266.73
1.3000	1.4000	1	10	2	3	932	1361476	921	1345020	2.204759e-04	1.102379e-04	6.614277e-04	6.614277e-05	1320.46	660.23	1980.69	264.09
1.4000	1.5000	1	1	1	3	571	834792	551	804473	4.985910e-03	2.492955e-03	1.495773e-02	1.495773e-03	1438.44	719.22	2157.67	287.69
1.4000	1.5000	2	2	2	3	1166	1703259	1113	1625111	3.434447e-03	1.717223e-03	1.030334e-02	1.030334e-03	1505.12	752.56	2257.68	301.02
1.4000	1.5000	3	3	3	3	1012	1478390	983	1435496	3.228777e-03	1.614389e-03	9.686331e-03	9.686331e-04	1430.10	715.05	2145.15	286.02
1.4000	1.5000	1	4	4	3	827	1208070	794	1160538	2.525570e-04	1.262785e-04	7.576710e-04	7.576710e-05	1504.29	752.14	2256.43	300.86
1.4000	1.5000	2	5	1	3	350	512158	346	506291	4.239438e-03	2.119719e-03	1.271831e-02	1.271831e-03	1536.22	768.11	2304.33	307.24
1.4000	1.5000	3	6	2	3	346	505736	342	500591	2.459460e-03	1.229730e-03	7.378379e-03	7.378379e-04	1348.25	674.13	2022.38	269.65
1.4000	1.5000	1	7	3	3	235	343694	224	327612	2.951660e-03	1.475830e-03	8.854980e-03	8.854980e-04	1392.55	696.27	2088.82	278.51
1.4000	1.5000	2	8	4	3	1109	1620050	1087	1587650	1.529147e-03	7.645733e-04	4.587440e-03	4.587440e-04	1516.93	758.47	2275.40	303.39
1.4000	1.5000	3	9	1	3	795	1161293	765	1117282	4.934647e-03	2.467323e-03	1.480394e-02	1.480394e-03	1355.61	677.80	2033.41	271.12
1.4000	1.5000	1	10	2	3	948	1385143	916	1338495	2.636787e-03	1.318394e-03	7.910361e-03	7.910361e-04	1339.66	669.83	2009.49	267.93
1.5000	1.6000	1	1	1	3	558	815626	546	797989	3.478378e-03	1.739189e-03	1.043514e-02	1.043514e-03	1547.77	773.89	2321.66	309.55
1.5000	1.6000	2	2	2	3	1315	1920496	1251	1827504	4.687440e-03	2.343720e-03	1.406232e-02	1.406232e-03	1329.18	664.59	1993.76	265.84
1.5000	1.6000	3	3	3	3	1014	1481839	981	1432897	4.092643e-03	2.046322e-03	1.227793e-02	1.227793e-03	1337.39	668.70	2006.09	267.48
1.5000	1.6000	1	4	4	3	924	1349703	902	1317742	3.684789e-03	1.842394e-03	1.105437e-02	1.105437e-03	1337.84	668.92	2006.75	267.57
1.5000	1.6000	2	5	1	3	339	495465	338	494867	1.750789e-03	8.753947e-04	5.252368e-03	5.252368e-04	1367.18	683.59	2050.77	273.44
1.5000	1.6000	3	6	2	3	369	538949	354	518157	4.982036e-03	2.491018e-03	1.494611e-02	1.494611e-03	1598.64	799.32	2397.96	319.73
1.5000	1.6000	1	7	3	3	232	339954	231	337714	3.663128e-03	1.831564e-03	1.098939e-02	1.098939e-03	1530.87	765.44	2296.31	306.17
1.5000	1.6000	2	8	4	3	1148	1676138	1115	1629090	3.653763e-03	1.826881e-03	1.096129e-02	1.096129e-03	1456.11	728.05	2184.16	291.22
1.5000	1.6000	3	9	1	3	854	1248224	851	1242754	1.132245e-03	5.661224e-04	3.396734e-03	3.396734e-04	1495.91	747.95	2243.86	299.18
1.5000	1.6000	1	10	2	3	983	1435215	942	1376348	1.263962e-03	6.319811e-04	3.791887e-03	3.791887e-04	1597.65	798.82	2396.47	319.53
1.6000	1.7000	1	1	1	3	604	881965	587	857503	2.622605e-03	1.311303e-03	7.867815e-03	7.867815e-04	1418.90	709.45	2128.34	283.78
1.6000	1.7000	2	2	2	3	1149	1678718	1136	1659704	7.412809e-04	3.706405e-04	2.223843e-03	2.223843e-04	1597.19	798.59	2395.78	319.44
1.6000	1.7000	3	3	3	3	961	1403761	929	1357226	4.161528e-03	2.080764e-03	1.248459e-02	1.248459e-03	1439.82	719.91	2159.73	287.96
1.6000	1.7000	1	4	4	3	822	1201503	783	1143630	3.708370e-03	1.854185e-03	1.112511e-02	1.112511e-03	1507.83	753.92	2261.75	301.57
1.6000	1.7000	2	5	1	3	362	529469	348	508444	6.484061e-04	3.242031e-04	1.945218e-03	1.945218e-04	1392.77	696.38	2089.15	278.55
1.6000	1.7000	3	6	2	3	347	507032	335	489695	2.585451e-03	1.292725e-03	7.756352e-03	7.756352e-04	1326.14	663.07	1989.21	265.23
1.6000	1.7000	1	7	3	3	246	360164	239	350344	2.626421e-03	1.313210e-03	7.879262e-03	7.879262e-04	1456.74	728.37	2185.11	291.35
1.6000	1.7000	2	8	4	3	1198	1749378	1150	1679564	3.399819e-03	1.699909e-03	1.019946e-02	1.019946e-03	1597.21	798.61	2395.82	319.44
1.6000	1.7000	3	9	1	3	808	1180421	796	1162279	4.206765e-03	2.103382e-03	1.262029e-02	1.262029e-03	1589.83	794.91	2384.74	317.97
1.6000	1.7000	1	10	2	3	968	1414701	921	1346115	4.661649e-03	2.330824e-03	1.398495e-02	1.398495e-03	1515.34	757.67	2273.01	303.07
1.7000	1.8000	1	1	1	3	636	928753	607	887265	3.323442e-03	1.661721e-03	9.970326e-03	9.970326e-04	1605.83	802.91	2408.74	321.17
1.7000	1.8000	2	2	2	3	1249	1823751	1222	1784268	3.718401e-03	1.859201e-03	1.115520e-02	1.115520e-03	1570.53	785.26	2355.79	314.11
